Name,node.degree,node.betw,node.stress,node.evcent,Clustering.Coefficient,No.module,Zi,Pi
Zotu146,1,0,0,9.76E-36,0,19,-1,0
Zotu249,1,0,0,3.42E-79,0,254,0,0
Zotu1341,1,0,0,3.42E-79,0,292,0,0
Zotu1062,1,0,0,9.85E-62,0,135,0,0
Zotu17894,1,0,0,6.51E-38,0,14,-1.322875656,0
Zotu2358,2,0,0,3.17E-24,1,10,-0.359210604,0
Zotu1135,2,0,0,2.84E-44,1,77,0,0
Zotu2720,1,0,0,4.32E-55,0,54,-1,0
Zotu562,2,0,0,2.84E-44,1,78,0,0
Zotu1531,4,38.83333333,65,3.69E-29,0,3,2.022599587,0
Zotu810,1,0,0,3.42E-79,0,317,0,0
Zotu1656,2,0,0,2.84E-44,1,86,0,0
Zotu1686,1,0,0,3.42E-79,0,184,0,0
Zotu9143,1,0,0,9.85E-62,0,107,0,0
Zotu545,1,0,0,3.42E-79,0,270,0,0
Zotu6183,1,0,0,3.42E-79,0,281,0,0
Zotu16,4,5,5,3.60E-36,0.166666667,40,1.825741858,0
Zotu132,1,0,0,9.85E-62,0,112,0,0
Zotu912,2,1,1,9.85E-62,0,133,0,0
Zotu6612,1,0,0,3.42E-79,0,148,0,0
Zotu3309,1,0,0,3.42E-79,0,262,0,0
Zotu1035,1,0,0,3.42E-79,0,151,0,0
Zotu2533,1,0,0,3.42E-79,0,159,0,0
Zotu1511,1,0,0,1.11E-30,0,70,-1.75,0
Zotu7337,3,2,2,4.36E-40,0.333333333,84,1.414213562,0
Zotu4362,3,37.33333333,66,2.64E-29,0,3,0.943879807,0
Zotu420,2,5,5,4.62E-36,0,18,0,0
Zotu1114,1,0,0,9.85E-62,0,138,0,0
Zotu7481,1,0,0,3.42E-79,0,187,0,0
Zotu3719,2,0,0,2.84E-44,1,88,0,0
Zotu555,1,0,0,3.42E-79,0,191,0,0
Zotu836,1,0,0,3.42E-79,0,242,0,0
Zotu2413,2,4,4,1.55E-49,0,31,0.707106781,0
Zotu2351,1,0,0,3.42E-79,0,270,0,0
Zotu734,3,0.333333333,1,2.72E-26,0.666666667,50,0.5,0
Zotu1331,1,0,0,3.42E-79,0,149,0,0
Zotu314,2,0,0,7.14E-19,1,1,-0.517036491,0
Zotu543,2,0,0,9.21E-30,1,2,-0.173748897,0
Zotu1168,1,0,0,3.42E-79,0,274,0,0
Zotu1239,1,0,0,3.42E-79,0,150,0,0
Zotu1391,1,0,0,3.42E-79,0,147,0,0
Zotu438,1,0,0,3.42E-79,0,167,0,0
Zotu1629,1,0,0,3.42E-79,0,199,0,0
Zotu1047,1,0,0,9.85E-62,0,101,0,0
Zotu2128,3,9,9,2.84E-44,0,17,1.45999279,0
Zotu2834,1,0,0,4.32E-55,0,44,-1,0
Zotu1878,1,0,0,3.42E-79,0,160,0,0
Zotu1353,2,0,0,2.84E-44,1,95,0,0
Zotu186,1,0,0,3.42E-79,0,227,0,0
Zotu1449,4,5,5,3.60E-36,0.166666667,41,1.825741858,0
Zotu1264,4,21,22,1.22E-27,0.333333333,7,2.064741605,0
Zotu2435,2,6.5,20,0.061943825,0,0,-0.696310624,0
Zotu198,4,60.33333333,99,3.61E-29,0,3,2.022599587,0
Zotu301,1,0,0,2.49E-48,0,35,-0.75,0
Zotu73,1,0,0,1.07E-51,0,36,-1.224744871,0
Zotu167,3,5,5,3.52E-48,0,35,1.75,0
Zotu740,1,0,0,9.85E-62,0,125,0,0
Zotu237,2,2,2,7.00E-55,0,58,1,0
Zotu63,2,3.833333333,8,2.17E-29,0,3,-0.134839972,0
Zotu460,7,32.5,61,2.28E-10,0.19047619,38,2.499324233,0
Zotu1772,1,0,0,3.42E-79,0,214,0,0
Zotu902,1,0,0,9.85E-62,0,139,0,0
Zotu171,2,4,4,5.49E-46,0,25,0.447213595,0
Zotu1709,1,0,0,4.02E-46,0,29,-0.894427191,0
Zotu134,2,50,75,1.65E-29,0,3,-0.134839972,0
Zotu333,1,0,0,3.42E-79,0,257,0,0
Zotu1589,1,0,0,3.42E-79,0,279,0,0
Zotu232,1,0,0,3.42E-79,0,205,0,0
Zotu1393,1,0,0,9.85E-62,0,115,0,0
Zotu157,3,4,4,4.83E-39,0.333333333,27,1.58113883,0
Zotu376,2,30,60,1.34E-19,0,1,-0.517036491,0
Zotu80,1,0,0,3.42E-79,0,164,0,0
Zotu1643,2,0,0,2.84E-44,1,91,0,0
Zotu1661,2,0,0,2.84E-44,1,90,0,0
Zotu6756,3,0.333333333,1,2.72E-26,0.666666667,50,0.5,0
Zotu239,2,13,13,2.52E-41,0,4,0.215665546,0
Zotu466,2,3,3,2.74E-39,0,26,0,0
Zotu2772,3,21,21,1.28E-33,0,5,1.1,0
Zotu2103,1,0,0,3.42E-79,0,161,0,0
Zotu11166,1,0,0,9.85E-62,0,103,0,0
Zotu858,2,0,0,2.84E-44,1,93,0,0
Zotu1590,1,0,0,3.42E-79,0,176,0,0
Zotu479,1,0,0,7.13E-47,0,20,-0.894427191,0
Zotu1889,4,2.333333333,9,2.00E-10,0.833333333,38,0.581238194,0
Zotu36,3,1,2,3.33E-30,0.666666667,70,0.75,0
Zotu8916,2,0,0,2.84E-44,1,95,0,0
Zotu817,1,0,0,3.42E-79,0,316,0,0
Zotu1299,2,75,110,3.30E-29,0,2,-0.173748897,0
Zotu407,1,0,0,3.42E-79,0,315,0,0
Zotu23,3,8,16,5.17E-24,0.666666667,10,0.538815906,0
Zotu649,1,0,0,3.42E-79,0,314,0,0
Zotu2375,1,0,0,4.32E-55,0,54,-1,0
Zotu5501,2,0,0,8.30E-28,1,7,-0.229415734,0
Zotu252,1,0,0,3.42E-79,0,312,0,0
Zotu18074,1,0,0,2.55E-46,0,25,-0.894427191,0
Zotu610,1,0,0,4.41E-47,0,20,-0.894427191,0
Zotu5284,1,0,0,3.42E-79,0,311,0,0
Zotu18904,3,0,0,7.59E-24,1,48,0,0
Zotu1074,1,0,0,3.42E-79,0,309,0,0
Zotu1604,1,0,0,2.08E-29,0,53,-1.414213562,0
Zotu576,1,0,0,3.42E-79,0,307,0,0
Zotu168,4,91.5,295,4.27E-18,0.5,1,1.321315476,0
Zotu2354,1,0,0,3.42E-79,0,321,0,0
Zotu2945,1,0,0,3.42E-79,0,305,0,0
Zotu804,3,41,113,2.10E-18,0.333333333,1,0.402139493,0
Zotu213,1,0,0,4.32E-55,0,56,-1,0
Zotu2557,1,0,0,1.61E-51,0,73,-0.577350269,0
Zotu2823,1,0,0,1.11E-30,0,65,-1.75,0
Zotu102,1,0,0,1.48E-30,0,3,-1.213559752,0
Zotu2053,2,1,1,9.85E-62,0,129,0,0
Zotu5012,2,0,0,2.84E-44,1,91,0,0
Zotu76,5,223,546,3.74E-18,0.1,1,2.24049146,0
Zotu124,1,0,0,9.85E-62,0,144,0,0
Zotu1251,3,5,8,7.39E-26,0.333333333,49,0.474341649,0
Zotu135,1,0,0,1.89E-44,0,22,-0.707106781,0
Zotu489,3,0,0,1.53E-10,1,38,-0.058123819,0
Zotu729,3,8,8,3.69E-37,0.333333333,14,1.322875656,0
Zotu1630,2,0,0,2.84E-44,1,78,0,0
Zotu332,3,8,8,6.96E-46,0,25,1.788854382,0
Zotu123,2,2,2,7.00E-55,0,56,1,0
Zotu554,2,4,4,6.09E-47,0,20,0.447213595,0
Zotu1899,2,4,4,1.55E-49,0,30,0.707106781,0
Zotu15827,1,0,0,3.42E-79,0,295,0,0
Zotu408,1,0,0,3.42E-79,0,294,0,0
Zotu214,1,0,0,3.42E-79,0,293,0,0
Zotu16421,1,0,0,9.85E-62,0,145,0,0
Zotu16333,1,0,0,3.42E-79,0,310,0,0
Zotu18365,1,0,0,5.17E-34,0,5,-1.5,0
Zotu12584,1,0,0,3.42E-79,0,291,0,0
Zotu348,1,0,0,3.42E-79,0,318,0,0
Zotu1450,3,0.5,1,9.21E-32,0.666666667,68,1,0
Zotu2212,2,108,312,3.14E-19,0,1,-0.517036491,0
Zotu5700,4,0.333333333,1,5.36E-14,0.833333333,39,0.816496581,0
Zotu5643,1,0,0,3.42E-79,0,320,0,0
Zotu44,1,0,0,3.42E-79,0,306,0,0
Zotu1868,1,0,0,4.00E-20,0,1,-1.436212474,0
Zotu112,4,86,122,7.20E-19,0.166666667,1,1.321315476,0
Zotu954,1,0,0,3.42E-79,0,322,0,0
Zotu2036,2,0,0,2.84E-44,1,94,0,0
Zotu2569,2,3,3,1.61E-51,0,37,0.816496581,0
Zotu1088,2,0,0,3.98E-39,1,26,0,0
